publish_data,tweet
12631,"href;mntDataLayer[""""customDimensions""""][""""adblockStatus""""]  = adBlockValue; mntDataLayer[""""customDimensions""""][""""viewportWidth""""] = Math"
12632,max(document
12633,documentElement
12634,"clientWidth, window"
12635,"innerWidth || 0); mntDataLayer[""""customDimensions""""][""""viewportHeight""""] = Math"
12636,max(document
12637,documentElement
12638,"clientHeight, window"
12639,"innerHeight || 0); mntDataLayer[""""customDimensions""""][""""hidpi""""] = (window"
12640,devicePixelRatio >= 1
12641,"5) ? """"HiDPI"""" : """"1X"""";}"""
12642,"""For full functionality, it is necessary to enable JavaScript"
12643,Here are instructions how to enable JavaScript in your web browser
12644,"Welcome to Medical News TodayHealthline Media, Inc"
12645,would like to process and share personal data (e
12646,g
12647,", mobile ad id) and data about your use of our site (e"
12648,g
12649,", content interests) with our third party partners (see a current list) using cookies and similar automatic collection tools in order to a) personalize content and/or offers on our site or other sites, b) communicate with you upon request, and/or c) for additional reasons upon notice and, when applicable, with your consent"
12650,"Healthline Media, Inc"
12651,is based in and operates this site from the United States
12652,"Any data you provide will be primarily stored and processed in the United States, pursuant to the laws of the United States, which may provide lesser privacy protections than European Economic Area countries"
12653,"By clicking “accept” below, you acknowledge and grant your consent for these activities unless and until you withdraw your consent using our rights request form"
12654,Learn more in our Privacy Policy
12655,"Top categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
12656,"NewsletterMNT - Hourly Medical News Since 2003SearchGoTop categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
12657,NewsletterMNT - Hourly Medical News Since 2003SearchGo Loading
12658,"Please accept our privacy termsWe use cookies and similar technologies to improve your browsing experience, personalize content and offers, show targeted ads, analyze traffic, and better understand you"
12659,We may share your information with third-party partners for marketing purposes
12660,"To learn more and make choices about data use, visit our Advertising Policy and Privacy Policy"
12661,"By clicking “Accept and Continue” below, (1) you consent to these activities unless and until you withdraw your consent using our rights request form, and (2) you consent to allow your data to be transferred, processed, and stored in the United States"
12662,ACCEPT AND CONTINUE TO SITEDeny permissionScroll to AcceptGet the MNT newsletterEnter your email address to subscribe to our most top categoriesYour privacy is important to us
12663,FINISHOK--> googleAdSlotInfo
12664,"push({""""slotName"""":'DLB1',""""slotContainer"""":'dlb1_container'});Insomnia breakthrough: Scientists identify 5 types  PublishedThursday 17 January 2019PublishedThu 17 Jan 2019By Catharine Paddock PhD Fact checked by Paula Field There are five types of insomnia, each with its own distinct features, according to a recent study"
12665,"New research concludes that insomnia may vary by personality type, among other factors"
12666,Scientists at the Netherlands Institute for Neuroscience studied thousands of people who had voluntarily signed up to an online sleep registry
12667,"They concluded that insomnia has five subtypes that differ by personality traits, risk for depression, brain activity, and response to treatment"
12668,"The team suggests that the findings will likely speed up research on insomnia and lead to better, more personalized treatments"
12669,The Lancet Psychiatry journal has now published a paper on the study
12670,"""""While we have always considered insomnia to be one disorder,"""" says Tessa Blanken of the Department of Sleep and Cognition, """"it actually represents five different disorders"
12671,"""""She likens progress in insomnia research to that of dementia, which has uncovered subtypes with marked differences in underlying brain mechanisms"
12672,"Dementia research progressed much faster after scientists identified its various types, which include Alzheimer's disease, frontal temporal dementia, and vascular dementia"
12673,googleAdSlotInfo
12674,"push({""""slotName"""":'DLB2',""""slotContainer"""":'dlb2_container'});Insomnia and consequencesInsomnia is one of the """"most common complaints"""" that people raise with their doctors"
12675,The main symptoms include insufficient and poor-quality sleep and finding it difficult to fall and stay asleep
12676,Individuals with insomnia often experience considerable distress and disruption of daily functioning
12677,They rarely wake up feeling refreshed and often feel sleepy and tired for the rest of the day
12678,"They can also feel depressed, anxious, and irritable"
12679,"The condition thwarts efforts to do well at work and school, as it undermines a person's ability to focus, pay attention, remember, and learn"
12680,Screen time disrupts sleep by resetting internal clocksProlonged exposure to light late at night causes light-sensitive cells in the eye to reset the body's internal clock
12681,"Read nowAcute, or short-term, insomnia lasts for a few days or weeks"
12682,This often results from traumatic events or pressure from family and work situations
12683,Other people have the ongoing or chronic form of insomnia that lasts for months and longer
12684,"While scientists have attempted to study the brain mechanisms of insomnia, their findings have been mostly inconsistent"
12685,"There is a similar pattern with treatment effectiveness: it works for some, but not for others"
12686,"Blanken and her colleagues suggest that this lack of consistency could be because """"subtypes of this disease remain unrecognized"
12687,"""""googleAdSlotInfo"
12688,"push({""""slotName"""":'out-of-page',""""slotContainer"""":'div-gpt-ad-out-of-page'});5 types of insomniaSo, the researchers decided to investigate further with a study in three parts"
12689,"First, they analyzed the results of up to 34 different questionnaires that 4,322 volunteers in the Netherlands Sleep Registry had filled in"
12690,The questionnaires measured personality traits that scientists have linked to differences in brain function and structure
12691,"Using a method called """"latent class analyses"""" on the questionnaire data, the researchers identified five types of insomnia, as follows:Type 1 """"highly distressed"""": Scores high on distressing personality traits, such as neuroticism and """"feeling down or tense"
12692,"""""Type 2 """"moderately distressed but reward-sensitive"""": Scores indicate that responses to """"pleasurable emotions"""" are intact"
12693,"Type 3 """"moderately distressed and reward-insensitive"
12694,"""""Type 4 """"slightly distressed with high reactivity"""": Insomnia symptoms vary with """"environment and life events"
12695,"""""Type 5 """"slightly distressed with low reactivity"
12696,"""""They then confirmed their findings in the second part of the study by evaluating a """"second, non-overlapping cohort"""" of 251 volunteers that they had recruited from new members of the sleep registry"
12697,"Finally, 5 years later, in the third part of the study, the team re-evaluated 215 volunteers from the first sample"
12698,"These results revealed that individuals had mostly conserved their type of insomnia from 5 years earlier """"indicating a high stability of the classification"
12699,"""""googleAdSlotInfo"
12700,"push({""""slotName"""":'DLB3',""""slotContainer"""":'dlb3_container'});Other differences among types of insomniaFurther examination also uncovered other measurable differences in the five types of insomnia"
12701,"For example, electroencephalograms revealed distinct differences in brain responses to external stimuli"
12702,This strengthens the idea that brain research might reveal some underlying mechanisms
12703,The researchers also found that the insomnia types they identified differed in their responses to treatment with drugs and cognitive behavioral therapy
12704,"Also, the risk of developing depression varied widely among the insomnia types"
12705,"The risk """"was up to five times different between groups,"""" note the authors"
12706,The researchers have already begun to investigate ways to prevent depression in people with the type of insomnia that carries the highest risk
12707,"They were surprised that the types did not vary on symptom-related factors, such as difficulty getting to sleep as against early waking"
12708,They suggest that earlier studies that have tried to identify insomnia types may have failed because they focused too much on such symptoms
12709,/*
12710,mnt_dlb_foot_container { display:block; width: 728px; height: 90px; }*//*@media (min-width: 990px) {
12711,mnt_dlb_foot_container { display: none; } }@media (min-width:1148px) {
12712,"mnt_dlb_foot_container { display:block;} }*/fireOrSaveJsFunctions(1,function(){loadScript(""""//pagead2"
12713,googlesyndication
12714,com/pagead/js/adsbygoogle
12715,"js"""",{},function(){})});(adsbygoogle = window"
12716,adsbygoogle || [])
12717,push({});Related coverageSuggested Reading--> Insomnia: Everything you need to knowInsomnia is a sleep disorder that can disrupt a person's daily life
12718,About 30-40 percent of people in the U
12719,S
12720,"experience insomnia, and it can be caused by physical or mental health issues"
12721,"We look at the types, symptoms, diagnosis, and treatment and ask whether using media technology in the bedroom might be a factor"
12722,Read now What's to know about sleep deprivation?Learn about sleep deprivation and the surprising effects it can have on your body and health
12723,"Our hormones, artery health, and how much fat we store are some aspects that can be badly affected if we get less than the amount of sleep we need to feel fully awake and alert"
12724,We examine the problems and what to do
12725,Read now How to tell if stress is affecting your sleepStress can adversely affect physical and mental health
12726,One common result of stress is an inability to sleep
12727,Insufficient sleep can increase the risk of a range of health conditions
12728,Reducing stress through exercise and medication can improve quality of sleep
12729,Learn more about the link between stress and sleep here
12730,Read now Why do I wake up depressed?Diurnal variations are types of depression that cause symptoms to get worse at certain times of the day
12731,Morning depression is a common diurnal variation
12732,"In this article, learn about the symptoms and risk factors for morning depression, as well as the treatment options and how to manage the condition at home"
12733,Read now What are the best sleeping pills?The best sleeping pill will depend on a person’s sleep patterns and needs
12734,"People with insomnia and those with jet lag, for instance, may benefit from different medications"
12735,"Learn about the types, effectiveness, and safety of several sleeping pills here"
12736,"Read now Have a medical question? Connect with an online doctorGet started emailemail print shareshare Sleep / Sleep Disorders / Insomnia DepressionMental Health Recommended related news//init glob_JS, depulicate in gdpr_js_queue"
12737,js because the file will be execute before gdpr_js_queue
12738,"js loadingglob_JS=(typeof glob_JS === 'undefined')?{'GAInit':[],'GA':[],""""ExternalJS"""":[],""""AD"""":[]}:glob_JS;fireOrSaveJsFunctions(1,function(){loadScript(""""https://cdn1"
12739,medicalnewstoday
12740,com/structure/javascript/cache/trendmd
12741,min
12742,"js"""",{""""data-trendmdconfig"""":'{""""journal_id"""":""""53928"""",""""element"""":""""#trendmd-suggestions""""}'},function(){})});fireOrSaveJsFunctions(1,function(){//TrendMD suggest reading checkvar interval = null;//Check every 5 secsinterval = setInterval(function(){var trendmdSuggestions = document"
12743,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
12744,children
12745,length;if(trendmdChildLength > 0){trendmdSuggestions
12746,style
12747,"display = 'block';//$(""""#trendmd-suggestions"""")"
12748,prev()
12749,hide();document
12750,"getElementsByClassName(""""trendmd_suggestions_heading"""")[0]"
12751,style
12752,display = 'block';if(is_userMobile&&!glob_responsiveOverride){//We add new styles invar elements = document
12753,querySelectorAll('
12754,trendmd-widget_horizontal
12755,trendmd-widget-section');for (var i = 0; i < elements
12756,length; i++) {elements[i]
12757,style
12758,"cssText = 'width:100% !important;margin: 0!important;padding: 0!important;';};}clearInterval(interval);}},5000);//If it runs over 120 secs ,kill the processsetTimeout(function() {var trendmdSuggestions = document"
12759,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
12760,children
12761,"length;//If trendMD is still not working , we kill the processif(trendmdChildLength === 0){clearInterval(interval);trendmdSuggestions"
12762,classList
12763,"add(""""process_killed"""");}}, 1200000);});googleAdSlotInfo"
12764,"push({""""slotName"""":'DMR1',""""slotContainer"""":'dmr1_container'}); Latest news How Pokémon characters can help us understand the brainBecause some children played Pokémon obsessively in their formative years, these characters are now providing insight into the adult brain"
12765,"Do we have the wrong idea about the global obesity 'epidemic?'To date, experts have seen urbanization trends as a key driver of the global obesity 'epidemic,' but a major new study now challenges that assumption"
12766,Exploring spider venom's dual attackA study of spider venom looks deeper into its molecular makeup than ever before
12767,The findings may lead to treatments for neurological conditions
12768,"Depression: Exercise may reduce symptoms but not in womenA recent study concludes that while exercising often relieves symptoms of depression in men, it may not be as effective for women"
12769,Study finds evidence of 'clear relationship' between appendectomy and Parkinson'sA study of 62 million people in the United States finds that those who have had their appendix removed are more likely to develop Parkinson's disease
12770,googleAdSlotInfo
12771,"push({""""slotName"""":'DMR2',""""slotContainer"""":'dmr2_container'});   Popular in: Sleep / Sleep Disorders / InsomniaWhat are the best sleeping pills?What is a hypnic jerk?Lucid dreaming: Controlling the stories of sleepThe effects of going more than 24 hours without sleepHow can I get to sleep easily?       Scroll to topPopular newsEditorial articlesAll news topicsKnowledge centerNewslettersShare our contentAbout usOur editorial teamContact usAdvertise with MNTget our newsletterHealth tips, wellness advice and more"
